"mesh","umls"
"regulatory sequences, nucleic acid","Nucleic Acid, Nucleoside, or Nucleotide"
"rehabilitation","Finding"
"rehabilitation centers","Health Care Related Organization"
"rehabilitation centers","Manufactured Object"
"rehabilitation, vocational","Therapeutic or Preventive Procedure"
"reimbursement mechanisms","Intellectual Product"
"reimbursement, incentive","Intellectual Product"
"reinforcement (psychology)","Mental Process"
"reishi","Plant"
"rejection (psychology)","Social Behavior"
"relaxation","Activity"
"relaxation therapy","Therapeutic or Preventive Procedure"
"religion","Idea or Concept"
"religion and medicine","Idea or Concept"
"remission induction","Therapeutic or Preventive Procedure"
"remission, spontaneous","Natural Phenomenon or Process"
"remote consultation","Diagnostic Procedure"
"remote sensing technology","Machine Activity"
"renal dialysis","Therapeutic or Preventive Procedure"
"renal insufficiency","Disease or Syndrome"
"renal insufficiency, chronic","Disease or Syndrome"
"renin","Amino Acid, Peptide, or Protein"
"renin","Enzyme"
"renin-angiotensin system","Body System"
"reoperation","Therapeutic or Preventive Procedure"
"repetitive sequences, nucleic acid","Biologically Active Substance"
"repetitive sequences, nucleic acid","Nucleic Acid, Nucleoside, or Nucleotide"
"repression, psychology","Mental Process"
"repressor proteins","Amino Acid, Peptide, or Protein"
"repressor proteins","Biologically Active Substance"
"reproducibility of results","Quantitative Concept"
"reproductive history","Finding"
"reproductive medicine","Biomedical Occupation or Discipline"
"reproductive techniques, assisted","Therapeutic or Preventive Procedure"
"reptiles","Reptile"
"republic of korea","Geographic Area"
"rescue work","Occupational Activity"
"research","Research Activity"
"research design","Research Activity"
"research personnel","Professional or Occupational Group"
"research subjects","Population Group"
"research support as topic","Quantitative Concept"
"reserpine","Organic Chemical"
"reserpine","Pharmacologic Substance"
"residence characteristics","Quantitative Concept"
"residential treatment","Therapeutic or Preventive Procedure"
"residual volume","Clinical Attribute"
"resins, plant","Biomedical or Dental Material"
"resins, synthetic","Biomedical or Dental Material"
"resorcinols","Organic Chemical"
"resorcinols","Pharmacologic Substance"
"resource allocation","Quantitative Concept"
"respiration","Physiologic Function"
"respiration disorders","Disease or Syndrome"
"respiration, artificial","Therapeutic or Preventive Procedure"
"respiratory aspiration","Organism Function"
"respiratory burst","Cell Function"
"respiratory care units","Health Care Related Organization"
"respiratory care units","Manufactured Object"
"respiratory center","Body Part, Organ, or Organ Component"
"respiratory dead space","Organ or Tissue Function"
"respiratory distress syndrome, adult","Disease or Syndrome"
"respiratory function tests","Diagnostic Procedure"
"respiratory hypersensitivity","Pathologic Function"
"respiratory insufficiency","Pathologic Function"
"respiratory mechanics","Organ or Tissue Function"
"respiratory mucosa","Tissue"
"respiratory muscles","Body Part, Organ, or Organ Component"
"respiratory paralysis","Finding"
"respiratory physiological phenomena","Physiologic Function"
"respiratory protective devices","Manufactured Object"
"respiratory rate","Clinical Attribute"
"respiratory sounds","Clinical Attribute"
"respiratory syncytial virus infections","Disease or Syndrome"
"respiratory syncytial virus vaccines","Immunologic Factor"
"respiratory syncytial virus vaccines","Pharmacologic Substance"
"respiratory syncytial virus, human","Virus"
"respiratory syncytial viruses","Virus"
"respiratory system","Body System"
"respiratory system agents","Pharmacologic Substance"
"respiratory therapy","Therapeutic or Preventive Procedure"
"respiratory therapy department, hospital","Health Care Related Organization"
"respiratory tract diseases","Disease or Syndrome"
"respiratory tract infections","Disease or Syndrome"
"respiratory tract neoplasms","Neoplastic Process"
"respiratory transport","Organ or Tissue Function"
"respirovirus","Virus"
"respirovirus infections","Disease or Syndrome"
"response elements","Biologically Active Substance"
"response elements","Nucleic Acid, Nucleoside, or Nucleotide"
"rest","Daily or Recreational Activity"
"restaurants","Manufactured Object"
"restraint, physical","Therapeutic or Preventive Procedure"
"resuscitation","Therapeutic or Preventive Procedure"
"resuscitation orders","Intellectual Product"
"retention (psychology)","Mental Process"
"reticular formation","Body Part, Organ, or Organ Component"
"reticulin","Amino Acid, Peptide, or Protein"
"reticulin","Biologically Active Substance"
"reticulocytes","Cell"
"retina","Body Part, Organ, or Organ Component"
"retinal artery","Body Part, Organ, or Organ Component"
"retinal artery occlusion","Disease or Syndrome"
"retinal degeneration","Pathologic Function"
"retinal detachment","Disease or Syndrome"
"retinal diseases","Disease or Syndrome"
"retinal hemorrhage","Pathologic Function"
"retinal pigments","Biologically Active Substance"
"retinal pigments","Organic Chemical"
"retinal vessels","Body Part, Organ, or Organ Component"
"retinitis pigmentosa","Disease or Syndrome"
"retinoblastoma protein","Amino Acid, Peptide, or Protein"
"retinoblastoma protein","Biologically Active Substance"
"retirement","Finding"
"retreatment","Therapeutic or Preventive Procedure"
"retroperitoneal fibrosis","Pathologic Function"
"retroperitoneal neoplasms","Neoplastic Process"
"retroperitoneal space","Body Space or Junction"
"retropneumoperitoneum","Injury or Poisoning"
"retrospective studies","Research Activity"
"return to work","Finding"
"reunion","Geographic Area"
"reverse transcriptase polymerase chain reaction","Molecular Biology Research Technique"
"review literature as topic","Intellectual Product"
"rgs proteins","Amino Acid, Peptide, or Protein"
"rgs proteins","Biologically Active Substance"
"rh-hr blood-group system","Body System"
"rhabdomyolysis","Pathologic Function"
"rheology","Occupational Activity"
"rheumatic diseases","Disease or Syndrome"
"rheumatic fever","Disease or Syndrome"
"rheumatic heart disease","Disease or Syndrome"
"rheumatoid factor","Amino Acid, Peptide, or Protein"
"rheumatoid factor","Immunologic Factor"
"rheumatoid nodule","Acquired Abnormality"
"rhinitis","Disease or Syndrome"
"rhinitis, allergic","Disease or Syndrome"
"rhinitis, allergic, perennial","Disease or Syndrome"
"rhinitis, allergic, seasonal","Disease or Syndrome"
"rhinitis, atrophic","Disease or Syndrome"
"rhinomanometry","Diagnostic Procedure"
"rhinometry, acoustic","Diagnostic Procedure"
"rhinophyma","Disease or Syndrome"
"rhinoplasty","Therapeutic or Preventive Procedure"
"rhinovirus","Virus"
"rhizopus","Fungus"
"rho-associated kinases","Amino Acid, Peptide, or Protein"
"rho-associated kinases","Enzyme"
"rhoa gtp-binding protein","Amino Acid, Peptide, or Protein"
"rhoa gtp-binding protein","Enzyme"
"rhodamines","Indicator, Reagent, or Diagnostic Aid"
"rhodamines","Organic Chemical"
"rhode island","Geographic Area"
"rhodium","Element, Ion, or Isotope"
"rib fractures","Injury or Poisoning"
"ribavirin","Nucleic Acid, Nucleoside, or Nucleotide"
"ribavirin","Pharmacologic Substance"
"ribonuclease, pancreatic","Amino Acid, Peptide, or Protein"
"ribonuclease, pancreatic","Enzyme"
"ribonucleases","Amino Acid, Peptide, or Protein"
"ribonucleases","Enzyme"
"ribonucleotides","Nucleic Acid, Nucleoside, or Nucleotide"
"ribosomal proteins","Amino Acid, Peptide, or Protein"
"ribosomal proteins","Biologically Active Substance"
"ribs","Body Part, Organ, or Organ Component"
"ricinus","Plant"
"rifampin","Antibiotic"
"rifampin","Organic Chemical"
"riots","Social Behavior"
"risk","Idea or Concept"
"risk adjustment","Quantitative Concept"
"risk assessment","Health Care Activity"
"risk factors","Finding"
"risk management","Health Care Activity"
"risk reduction behavior","Individual Behavior"
"risk-taking","Individual Behavior"
"risperidone","Organic Chemical"
"risperidone","Pharmacologic Substance"
"ritodrine","Organic Chemical"
"ritodrine","Pharmacologic Substance"
"ritonavir","Organic Chemical"
"ritonavir","Pharmacologic Substance"
"rituximab","Amino Acid, Peptide, or Protein"
"rituximab","Immunologic Factor"
"rituximab","Pharmacologic Substance"
"rna","Nucleic Acid, Nucleoside, or Nucleotide"
"rna helicases","Amino Acid, Peptide, or Protein"
"rna helicases","Enzyme"
"rna interference","Genetic Function"
"rna polymerase ii","Amino Acid, Peptide, or Protein"
"rna polymerase ii","Enzyme"
"rna probes","Indicator, Reagent, or Diagnostic Aid"
"rna probes","Nucleic Acid, Nucleoside, or Nucleotide"
"rna processing, post-transcriptional","Genetic Function"
"rna splicing","Genetic Function"
"rna stability","Qualitative Concept"
"rna virus infections","Disease or Syndrome"
"rna viruses","Virus"
"rna-binding proteins","Amino Acid, Peptide, or Protein"
"rna-binding proteins","Biologically Active Substance"
"rna, antisense","Biologically Active Substance"
"rna, antisense","Indicator, Reagent, or Diagnostic Aid"
"rna, antisense","Nucleic Acid, Nucleoside, or Nucleotide"
"rna, double-stranded","Biologically Active Substance"
"rna, double-stranded","Nucleic Acid, Nucleoside, or Nucleotide"
"rna, fungal","Nucleic Acid, Nucleoside, or Nucleotide"
"rna, messenger","Biologically Active Substance"
"rna, messenger","Nucleic Acid, Nucleoside, or Nucleotide"
"rna, ribosomal","Biologically Active Substance"
"rna, ribosomal","Nucleic Acid, Nucleoside, or Nucleotide"
"rna, ribosomal, 16s","Biologically Active Substance"
"rna, ribosomal, 16s","Nucleic Acid, Nucleoside, or Nucleotide"
"rna, ribosomal, 28s","Biologically Active Substance"
"rna, ribosomal, 28s","Nucleic Acid, Nucleoside, or Nucleotide"
"rna, small interfering","Biologically Active Substance"
"rna, small interfering","Nucleic Acid, Nucleoside, or Nucleotide"
"rna, transfer","Biologically Active Substance"
"rna, transfer","Nucleic Acid, Nucleoside, or Nucleotide"
"rna, untranslated","Nucleic Acid, Nucleoside, or Nucleotide"
"rna, viral","Nucleic Acid, Nucleoside, or Nucleotide"
"roc curve","Quantitative Concept"
"role","Social Behavior"
"role playing","Therapeutic or Preventive Procedure"
"rolipram","Organic Chemical"
"rolipram","Pharmacologic Substance"
"roma","Population Group"
"romania","Geographic Area"
"rome","Geographic Area"
"root resorption","Disease or Syndrome"
"rorschach test","Diagnostic Procedure"
"rosa","Plant"
"rosacea","Disease or Syndrome"
"rosales","Plant"
"rose bengal","Indicator, Reagent, or Diagnostic Aid"
"rose bengal","Organic Chemical"
"roseolovirus infections","Disease or Syndrome"
"rosette formation","Finding"
"roxithromycin","Antibiotic"
"roxithromycin","Organic Chemical"
"rubber","Medical Device"
"rubber dams","Medical Device"
"rubidium","Element, Ion, or Isotope"
"rubulavirus infections","Disease or Syndrome"
"running","Daily or Recreational Activity"
"rupture","Phenomenon or Process"
"rupture, spontaneous","Pathologic Function"
"rural health","Idea or Concept"
"rural health services","Health Care Activity"
"rural population","Population Group"
"russia","Geographic Area"
"s phase","Temporal Concept"
"s-adenosylhomocysteine","Amino Acid, Peptide, or Protein"
"s-adenosylhomocysteine","Biologically Active Substance"
"s-adenosylmethionine","Amino Acid, Peptide, or Protein"
"s-adenosylmethionine","Biologically Active Substance"
"s-adenosylmethionine","Pharmacologic Substance"
"s-nitrosothiols","Biologically Active Substance"
"s-nitrosothiols","Organic Chemical"
"s-nitrosothiols","Pharmacologic Substance"
"s100 calcium binding protein g","Amino Acid, Peptide, or Protein"
"s100 calcium binding protein g","Biologically Active Substance"
"s100 proteins","Amino Acid, Peptide, or Protein"
"s100 proteins","Biologically Active Substance"
"s100a12 protein","Amino Acid, Peptide, or Protein"
"saccharin","Organic Chemical"
"saccharin","Pharmacologic Substance"
"saccharomyces cerevisiae","Fungus"
"saccharomyces cerevisiae proteins","Amino Acid, Peptide, or Protein"
"sacroiliac joint","Body Space or Junction"
"safety","Human-caused Phenomenon or Process"
"safety management","Occupational Activity"
"salaries and fringe benefits","Quantitative Concept"
"salicylamides","Organic Chemical"
"salicylates","Organic Chemical"
"salicylates","Pharmacologic Substance"
"salicylic acid","Organic Chemical"
"salicylic acid","Pharmacologic Substance"
"saline solution, hypertonic","Inorganic Chemical"
"saline solution, hypertonic","Pharmacologic Substance"
"saliva","Body Substance"
"salivary gland diseases","Disease or Syndrome"
"salivary glands","Body Part, Organ, or Organ Component"
"salivary glands, minor","Body Part, Organ, or Organ Component"
"salivary proteins and peptides","Amino Acid, Peptide, or Protein"
"salivary proteins and peptides","Biologically Active Substance"
"salivation","Organ or Tissue Function"
"salmeterol xinafoate","Organic Chemical"
"salmeterol xinafoate","Pharmacologic Substance"
"salmon","Fish"
"salmonella","Bacterium"
"salmonella infections","Disease or Syndrome"
"salmonella typhimurium","Bacterium"
"salmonidae","Fish"
"salpingectomy","Therapeutic or Preventive Procedure"
"salts","Chemical Viewed Structurally"
"salvage therapy","Therapeutic or Preventive Procedure"
"salvia miltiorrhiza","Plant"
"sample size","Quantitative Concept"
"sampling studies","Intellectual Product"
"sampling studies","Research Activity"
"san francisco","Geographic Area"
"sanitation","Occupation or Discipline"
"saponins","Organic Chemical"
"sarcina","Bacterium"
"sarcoidosis","Disease or Syndrome"
"sarcoidosis, pulmonary","Disease or Syndrome"
"sarcoma, ewing","Neoplastic Process"
"sarcoma, kaposi","Neoplastic Process"
"sarcopenia","Disease or Syndrome"
"sarcoptidae","Eukaryote"
"saskatchewan","Geographic Area"
"saudi arabia","Geographic Area"
"scalp","Body Part, Organ, or Organ Component"
"scandinavian and nordic countries","Geographic Area"
"scattering, radiation","Natural Phenomenon or Process"
"scedosporium","Fungus"
"scheuermann disease","Disease or Syndrome"
"schiff bases","Organic Chemical"
"schilling test","Diagnostic Procedure"
"schistosoma","Eukaryote"
"schistosoma mansoni","Eukaryote"
"schistosomiasis","Disease or Syndrome"
"schizoid personality disorder","Mental or Behavioral Dysfunction"
"schizophrenia","Mental or Behavioral Dysfunction"
"schizophrenia, catatonic","Mental or Behavioral Dysfunction"
"schizophrenia, paranoid","Mental or Behavioral Dysfunction"
"schizophrenic psychology","Occupational Activity"
"schizophyllum","Fungus"
"school health services","Health Care Activity"
"school nursing","Biomedical Occupation or Discipline"
"schools","Manufactured Object"
"schools","Organization"
"schools, medical","Health Care Related Organization"
"schools, medical","Manufactured Object"
"sciatica","Sign or Symptom"
"scientific misconduct","Qualitative Concept"
"scimitar syndrome","Congenital Abnormality"
"scintillation counting","Laboratory Procedure"
"sciuridae","Mammal"
"sclera","Body Part, Organ, or Organ Component"
"scleritis","Disease or Syndrome"
"scleroderma, localized","Disease or Syndrome"
"scleroderma, systemic","Disease or Syndrome"
"sclerosis","Pathologic Function"
"scoliosis","Anatomical Abnormality"
"scopolamine derivatives","Organic Chemical"
"scopolamine hydrobromide","Organic Chemical"
"scopolamine hydrobromide","Pharmacologic Substance"
